first_num,id,text,memory,output,second_num
39,39_14," 2 O). The precipitate was separated and washed thoroughly with Et 2 O. The salts were recrystallized from ethanol (EtOH) and Et 2 O mixtures, resulting in crystalline solids of the salts. On top of the cleaned substrates, a 30 nm think compact TiO 2 layer as electron transporting layer was spray deposited from the titanium diisopropoxide bis(acetylacetonate) solution (Sigma-Aldrich) precursor diluted in isopropanol (1:15 by volume fraction) at 450 C, followed by the deposition of a 100 nm thick mesoporous TiO 2 layer by spin coating a diluted TiO 2 paste solution in ethanol (1:8 w/v) at 5,000 rpm for 20 s and sintering at 500 C for 20 min. A 20 nm thick tin oxide layer as a passivation layer was formed from the aqueous tin (IV) chloride solution (12 mL SnCl 4 for 1 mL solution) by depositing the SnCl 4 precursor at 3,000 rpm for 30 s, followed by annealing at 100 C for 10 min and at 190 C for 60 min. UV-ozone treatment was carried out for 15 min before both SnO 2 layer deposition and perovskite layer deposition. Perovskite thin-film and solar cells devices fabrication Fluorine-doped tin oxide (FTO) substrates (Nippon Sheet Glass) were patterned by a chemical etching process using zinc powder and aqueous HCl solution (3.0 M) and cleaned with the detergent (Hellmanex), water, acetone, and isopropanol subse- quently. A triple-cation-based 3D perovskite precursor solution (1.3 M) with the composi- tion of [(FAPbI 3 ) 0.87 (MAPbBr 3 ) 0.13 ] 0.92 (CsPbI 3 ) 0.08 was prepared by mixing the starting materials (FAI [GreatCellSolar], MABr [GreatCellSolar], CsI [ABCR], PbI 2 [TCI], and PbBr 2 [TCI]","{""perovskite_composition"": ""(FAPbI 3 ) 0.87(MAPbBr3)0.13]0.92(CsPbI3)0.08"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""2-thiophenemethylammonium bromide"", ""humidity"": null, ""temperature"": null, ""time"": ""1000"", ""control_pce"": ""20.7"", ""treated_pce"": ""20.82"", ""control_voc"": ""1.09"", ""treated_voc"": ""1.175"", ""efficiency_cont"": ""65"", ""efficiency_tret"": ""75""}}","{""perovskite_composition"": ""(FAPbI 3 ) 0.87(MAPbBr3)0.13]0.92(CsPbI3)0.08"", ""electron_transport_layer"": ""Titanium dioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""2-thiophenemethylammonium bromide"", ""humidity"": null, ""temperature"": null, ""time"": ""1000"", ""control_pce"": ""20.7"", ""treated_pce"": ""20.82"", ""control_voc"": ""1.09"", ""treated_voc"": ""1.175"", ""efficiency_cont"": ""65"", ""efficiency_tret"": ""75""}}",14
40,40_21,"			 of 5 RESEARCH | REPORT Downloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": ""oleylammonium iodide"", ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": ""24.3"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""95""}}","{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": ""oleylammonium iodide"", ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": ""24.3"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""95""}}",21
41,41_47,			 Reporting summary. Further information on research design is available in the Nature Research Reporting Summary linked to this article.,"{""perovskite_composition"": null, ""electron_transport_layer"": ""SnO2"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""ortho-(phenylene)di(ethylammonium) iodide"", ""humidity"": ""40-50"", ""temperature"": ""85"", ""time"": ""1008"", ""control_pce"": ""20.82"", ""treated_pce"": ""23.9"", ""control_voc"": ""1.135"", ""treated_voc"": ""1.157"", ""efficiency_cont"": ""58"", ""efficiency_tret"": ""85""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": ""ortho-(phenylene)di(ethylammonium) iodide"", ""humidity"": null, ""temperature"": ""85"", ""time"": ""1000"", ""control_pce"": ""20.32"", ""treated_pce"": ""22.38"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""51"", ""efficiency_tret"": ""75""}, ""test_3"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""ortho-(phenylene)di(ethylammonium) iodide"", ""humidity"": null, ""temperature"": null, ""time"": ""1100"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""60"", ""efficiency_tret"": ""90""}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""SnO2"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""ortho-(phenylene)di(ethylammonium) iodide"", ""humidity"": ""40-50"", ""temperature"": ""85"", ""time"": ""1008"", ""control_pce"": ""20.82"", ""treated_pce"": ""23.9"", ""control_voc"": ""1.135"", ""treated_voc"": ""1.157"", ""efficiency_cont"": ""58"", ""efficiency_tret"": ""85""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": ""ortho-(phenylene)di(ethylammonium) iodide"", ""humidity"": null, ""temperature"": ""85"", ""time"": ""1000"", ""control_pce"": ""20.32"", ""treated_pce"": ""22.38"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""51"", ""efficiency_tret"": ""75""}, ""test_3"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""ortho-(phenylene)di(ethylammonium) iodide"", ""humidity"": null, ""temperature"": null, ""time"": ""1100"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""60"", ""efficiency_tret"": ""90""}}",47
42,42_18,"			 https://dx.doi.org/10.1021/jacs.0c01704 J. Am. Chem. Soc. 2020, 142, 11428-11433","{""perovskite_composition"": ""Cs0.05MA0.1FA0.85PbI2.7Br0.3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""azetidinium lead iodide"", ""humidity"": null, ""temperature"": ""52"", ""time"": ""1000"", ""control_pce"": ""19.52"", ""treated_pce"": ""22.03"", ""control_voc"": ""1.07"", ""treated_voc"": ""1.14"", ""efficiency_cont"": ""47"", ""efficiency_tret"": ""85""}}","{""perovskite_composition"": ""Cs0.05MA0.1FA0.85PbI2.7Br0.3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""azetidinium lead iodide"", ""humidity"": null, ""temperature"": ""52"", ""time"": ""1000"", ""control_pce"": ""19.52"", ""treated_pce"": ""22.03"", ""control_voc"": ""1.07"", ""treated_voc"": ""1.14"", ""efficiency_cont"": ""47"", ""efficiency_tret"": ""85""}}",18
43,43_36,"			 https://doi.org/10.1021/jacs.1c10842 J. Am. Chem. Soc. 2022, 144, 1700-1708","{""perovskite_composition"": ""FAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""80+-20"", ""temperature"": null, ""time"": ""500"", ""control_pce"": ""23.07"", ""treated_pce"": ""24.50"", ""control_voc"": ""1.121"", ""treated_voc"": ""1.150"", ""efficiency_cont"": ""9.65"", ""efficiency_tret"": ""47.96""}}","{""perovskite_composition"": ""FAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""80+-20"", ""temperature"": null, ""time"": ""500"", ""control_pce"": ""23.07"", ""treated_pce"": ""24.50"", ""control_voc"": ""1.121"", ""treated_voc"": ""1.150"", ""efficiency_cont"": ""9.65"", ""efficiency_tret"": ""47.96""}}",36
44,44_15," Fig. 8 . 8 Fig. 8. (a) the J-V curves of the TOPCon solar cell performance as a function of the possibility of transport through pinholes for the SiO x thickness of 1.4 nm. (b) to (e) the performance parameters of the four sets of solar cells (with the SiO x thickness of 0.6, 1.0, 1.4, and 1.6 nm) as a function of the possibility of transport through pinholes.","{""perovskite_composition"": null, ""electron_transport_layer"": ""Silicon Oxide"", ""hole_transport_layer"": null, ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""21.12"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""Silicon Oxide"", ""hole_transport_layer"": null, ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""21.12"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",15
45,45_12,			 R. Peibst et al. / Solar Energy Materials & Solar Cells 158 (2016) 60-67,"{""perovskite_composition"": null, ""electron_transport_layer"": ""Silicon dioxide"", ""hole_transport_layer"": null, ""structure_pin_nip"": null}","{""perovskite_composition"": null, ""electron_transport_layer"": ""Silicon dioxide"", ""hole_transport_layer"": null, ""structure_pin_nip"": null}",12
46,46_41,			 NATURe eNeRgy | VOL 3 | OCTOBER 2018 | 847-854 | www.nature.com/natureenergy,"{""perovskite_composition"": ""CsPbI0.05[(FAPbI3)0.89(MAPbBr3)0.11]0.95"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""Lithium Fluoride"", ""humidity"": ""25"", ""temperature"": ""25"", ""time"": ""100"", ""control_pce"": ""18"", ""treated_pce"": ""19.22"", ""control_voc"": null, ""treated_voc"": ""1.16"", ""efficiency_cont"": null, ""efficiency_tret"": ""99.4""}}","{""perovskite_composition"": ""CsPbI0.05[(FAPbI3)0.89(MAPbBr3)0.11]0.95"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": ""Lithium Fluoride"", ""humidity"": ""25"", ""temperature"": ""25"", ""time"": ""100"", ""control_pce"": ""18"", ""treated_pce"": ""19.22"", ""control_voc"": null, ""treated_voc"": ""1.16"", ""efficiency_cont"": null, ""efficiency_tret"": ""99.4""}}",41
47,47_36,"			 of 6 RESEARCH | REPORT Downloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": ""60+-10"", ""temperature"": ""65"", ""time"": ""1200"", ""control_pce"": ""18.2"", ""treated_pce"": ""24.2"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""96.8""}}","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": ""60+-10"", ""temperature"": ""65"", ""time"": ""1200"", ""control_pce"": ""18.2"", ""treated_pce"": ""24.2"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""96.8""}}",36
48,48_19,"			 © 2016 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""polystyrene"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""16.9"", ""treated_pce"": ""19.6"", ""control_voc"": ""1.07"", ""treated_voc"": ""1.07"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""PTAA"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""polystyrene"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""16.9"", ""treated_pce"": ""19.6"", ""control_voc"": ""1.07"", ""treated_voc"": ""1.07"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",19
49,49_32,			 NaTURe eNeRGY | VOL 6 | JANUARY 2021 | 38-45 | www.nature.com/natureenergy,"{""perovskite_composition"": null, ""electron_transport_layer"": ""indium tin oxide"", ""hole_transport_layer"": ""spiro-OMeTAD/chlorobenzene"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""n-butylamine iodide"", ""humidity"": ""65+-10"", ""temperature"": null, ""time"": ""4680"", ""control_pce"": null, ""treated_pce"": ""16.25"", ""control_voc"": null, ""treated_voc"": ""1.31"", ""efficiency_cont"": ""50.6"", ""efficiency_tret"": ""93.8""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""558"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""59.1"", ""efficiency_tret"": ""95.7""}, ""test_3"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""1100"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""70.8"", ""efficiency_tret"": ""96.2""}}","{""perovskite_composition"": null, ""electron_transport_layer"": ""indium tin oxide"", ""hole_transport_layer"": ""spiro-OMeTAD/chlorobenzene"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""n-butylamine iodide"", ""humidity"": ""65+-10"", ""temperature"": null, ""time"": ""4680"", ""control_pce"": null, ""treated_pce"": ""16.25"", ""control_voc"": null, ""treated_voc"": ""1.31"", ""efficiency_cont"": ""50.6"", ""efficiency_tret"": ""93.8""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""558"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""59.1"", ""efficiency_tret"": ""95.7""}, ""test_3"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""1100"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""70.8"", ""efficiency_tret"": ""96.2""}}",32
50,50_26,"			 J. Am. Chem. Soc. 2018, 140, 2890-2896","{""perovskite_composition"": ""(MA0.14FA0.81Cs0.05)9-Pb10(I0.85Br0.15)"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""butylammonium"", ""humidity"": null, ""temperature"": null, ""time"": ""650"", ""control_pce"": null, ""treated_pce"": ""21"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}}","{""perovskite_composition"": ""(MA0.14FA0.81Cs0.05)9-Pb10(I0.85Br0.15)"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""butylammonium"", ""humidity"": null, ""temperature"": null, ""time"": ""650"", ""control_pce"": null, ""treated_pce"": ""21"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}}",26
51,51_24,"			 J. Phys. Chem. Lett. 2021, 12, 3312-3320","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP""}","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP""}",24
52,52_22,			 M.A. Green / Solar Energy Materials & Solar Cells 143 (2015) 190-197,"{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null}","{""perovskite_composition"": null, ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null}",22
53,53_54,"			 of 6 RESEARCH | REPORT Downloaded from https://www.science.org at University of California San Diego on November 07, 2024","{""perovskite_composition"": ""FA0.85MA0.1Cs0.05PbI2.9Br0.1"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL1"", ""passivating_molecule"": ""1,4-butane diammonium iodide"", ""humidity"": ""85"", ""temperature"": ""40"", ""time"": ""740"", ""control_pce"": ""20.9"", ""treated_pce"": ""24.0"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""57"", ""efficiency_tret"": ""53""}, ""test_1_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""Dimethylpyrroline Diammonium Iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""22.0"", ""treated_pce"": ""24.7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}, ""test_3_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": ""Dimethylpyrroline Diammonium Iodide"", ""humidity"": ""5"", ""temperature"": ""85"", ""time"": ""1008"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""29"", ""efficiency_tret"": ""81""}, ""test_2_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": null, ""time"": ""740"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""27"", ""efficiency_tret"": ""73""}, ""test_3"": {""stability_type"": null, ""passivating_molecule"": ""1,4-butane diammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""35""}}","{""perovskite_composition"": ""FA0.85MA0.1Cs0.05PbI2.9Br0.1"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL1"", ""passivating_molecule"": ""1,4-butane diammonium iodide"", ""humidity"": ""85"", ""temperature"": ""40"", ""time"": ""740"", ""control_pce"": ""20.9"", ""treated_pce"": ""24.0"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""57"", ""efficiency_tret"": ""53""}, ""test_1_2"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""Dimethylpyrroline Diammonium Iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""22.0"", ""treated_pce"": ""24.7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}, ""test_3_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": ""Dimethylpyrroline Diammonium Iodide"", ""humidity"": ""5"", ""temperature"": ""85"", ""time"": ""1008"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""29"", ""efficiency_tret"": ""81""}, ""test_2_2"": {""stability_type"": ""ISOSD"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": null, ""time"": ""740"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""27"", ""efficiency_tret"": ""73""}, ""test_3"": {""stability_type"": null, ""passivating_molecule"": ""1,4-butane diammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""35""}}",54
54,54_32,"			 Joule 4, 109-127, January 15, 2020 125","{""perovskite_composition"": ""MAPbBr 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""3.2"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""MAPbBr 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""3.2"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",32
55,55_17,			 & 2015 Macmillan Publishers Limited. All rights reserved.,"{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""methylammonium"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""methylammonium"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",17
56,56_43,"			 (10 of 10) © 2021 The Authors. Advanced Energy Materials published by Wiley-VCH GmbH Adv. Energy Mater. 2021, 11, 2101447","{""perovskite_composition"": ""FA0.83Cs0.17Pb0.5Sn0.5I3"", ""electron_transport_layer"": ""TitaniumDioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP""}","{""perovskite_composition"": ""FA0.83Cs0.17Pb0.5Sn0.5I3"", ""electron_transport_layer"": ""TitaniumDioxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP""}",43
57,57_27,			 9.3x10-7   (Rb 0.05 (Cs 0.05 (MA 0.17 FA 0.83 ) 0.95 ) 0.95 )Pb(I 0.83 Br 0.17 ) 3 +2% Sr Capriolgio et al.26,"{""perovskite_composition"": ""Cs 0.05 (FA0.83MA0.17)0.95Pb(I0.83Br0.17)3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""poly(triarylamine)"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""27"", ""time"": ""350"", ""control_pce"": null, ""treated_pce"": ""21"", ""control_voc"": null, ""treated_voc"": ""1.098"", ""efficiency_cont"": null, ""efficiency_tret"": ""95""}}","{""perovskite_composition"": ""Cs 0.05 (FA0.83MA0.17)0.95Pb(I0.83Br0.17)3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""poly(triarylamine)"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""27"", ""time"": ""350"", ""control_pce"": null, ""treated_pce"": ""21"", ""control_voc"": null, ""treated_voc"": ""1.098"", ""efficiency_cont"": null, ""efficiency_tret"": ""95""}}",27
58,58_47,"			 https://doi.org/10.1021/acsenergylett.2c01094 ACS Energy Lett. 2022, 7, 2311-2322","{""perovskite_composition"": ""FA0.83Cs0.17Pb(I0.83Br0.17)3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""18.5"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""FA0.83Cs0.17Pb(I0.83Br0.17)3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""18.5"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",47
59,59_26,"			 https://dx.doi.org/10.1021/acsenergylett.0c01350 ACS Energy Lett. 2020, 5, 2560-2568","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""phenethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""17.5"", ""treated_pce"": ""19.07"", ""control_voc"": ""1.16"", ""treated_voc"": ""1.25"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""phenethylammonium iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""17.5"", ""treated_pce"": ""19.07"", ""control_voc"": ""1.16"", ""treated_voc"": ""1.25"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",26
